word;pos;ttpos;rrnpos;ttlemma;rnnlemma;id;s_line;position;word2;word2lemma
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;985;0 681 578;ancontrai;encontrer	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;997;0 681 654;ancontrai;encontrer	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;pera;1142;0 682 564;es;être	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;1388;0 684 094;es;être	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;1883;0 687 131;oi;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;1989;0 687 781;aie;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;perb;354;0 690 050;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;perb;448;0 690 590;ai;avoir	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;perb;459;0 690 661;ierai;être	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;perb;650;0 691 795;es;être	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;perb;902;0 693 413;aie;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;perb;956;0 693 747;encontrai;encontrer	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;perb;1842;0 699 167;oi;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;perb;1948;0 699 814;aie;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;356;0 702 092;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;450;0 702 633;ai;avoir	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;percevalb;461;0 702 704;ierai;être	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;652;0 703 837;es;être	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;905;0 705 461;aie;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;959;0 705 795;encontrai;encontrer	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;1846;0 711 218;oi;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;1953;0 711 866;aie;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;3062;0 718 602;o;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;percevalb;3436;0 720 880;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;3552;0 721 576;amoie;aimer	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;percevalb;4168;0 725 328;irai;aller	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;percevalb;4502;0 727 400;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;percevalb;4981;0 730 245;ausse;avoir	
